Geography,2024,Latitude,Longitude
"Saint-Christophe-d'Arthabaska (PE), Quebec","3,296",46.03513031941315,-71.80927119448214
"Cap-Saint-Ignace (MÉ), Quebec","3,139",46.9378479847536,-70.24563535293969
"Trois-Pistoles (V), Quebec","3,170",48.114150148545285,-69.15814021334876
"Percé (V), Quebec","3,122",48.41993189113554,-64.2621378849817
"Clermont (V), Quebec","3,082",47.73238927956029,-70.20578008600468
"Saint-André-d'Argenteuil (MÉ), Quebec","3,257",45.61929884953652,-74.30688955917445
"Saint-Liboire (MÉ), Quebec","3,092",45.65331159453953,-72.71105654052296
"Paspébiac (V), Quebec","3,123",48.11731763357249,-65.25805975493485
"Stoke (MÉ), Quebec","3,274",45.5158695328358,-71.6817195392808
"Saint-Anaclet-de-Lessard (PE), Quebec","3,035",48.50641037313674,-68.38875784767585
"Normandin (V), Quebec","3,043",48.874948224489195,-72.45960965778582
"Saint-David-de-Falardeau (MÉ), Quebec","3,093",48.6184675327145,-70.92996249911081
"Saint-Alexis-des-Monts (PE), Quebec","3,148",46.88442905402476,-73.25670090505754
"Beaumont (MÉ), Quebec","3,105",46.82160774186433,-70.9241403543147
"Saint-Mathieu-de-Beloeil (MÉ), Quebec","3,014",45.635062995106026,-73.24187939478736
"Adstock (MÉ), Quebec","3,173",46.172955193440856,-71.12924612200594
"Ange-Gardien (MÉ), Quebec","3,056",45.35062317163952,-72.85230679955123
"Grenville-sur-la-Rouge (MÉ), Quebec","3,043",45.773163128817835,-74.53444914766565
"Saint-Bruno (MÉ), Quebec","2,926",48.48562407339477,-71.53460258187806
"Dégelis (V), Quebec","2,952",47.60102771882668,-68.38334905207354
"Saint-Marc-des-Carrières (V), Quebec","2,906",46.68782311488754,-72.02791950878543
"Lac-des-Écorces (MÉ), Quebec","3,106",46.61597585554128,-75.28406248599775
"Saint-Paul-d'Abbotsford (MÉ), Quebec","2,922",45.45663451469485,-72.8201250641836
"Sainte-Marie-Madeleine (PE), Quebec","2,966",45.62145864716425,-73.11761101955003
"Sainte-Anne-de-Beaupré (V), Quebec","3,133",47.09485858348649,-70.9455859305151
"Saint-Gilles (MÉ), Quebec","3,303",46.5924866331643,-71.36000119255392
"Forestville (V), Quebec","2,816",48.53008480147404,-68.87356227656946
"Sainte-Luce (MÉ), Quebec","2,835",48.533649614969974,-68.24961701996752
"Stanstead (V), Quebec","3,029",45.024556208189004,-72.07730937841662
"Yamachiche (MÉ), Quebec","2,875",46.35276902544285,-72.77266941028822
"Saint-Gabriel (V), Quebec","2,991",46.3380468914804,-73.39892499142209
"Saint-Isidore (PE), Quebec","2,922",45.33871941314352,-73.63574116654362
"Kuujjuaq (VN), Quebec","2,719",58.02932047888691,-68.50000001220788
"Senneterre (V), Quebec","2,798",48.60766376858952,-75.5230944798462
"Labelle (MÉ), Quebec","2,875",46.30774140315096,-74.59584308871939
"Saint-Prime (MÉ), Quebec","2,839",48.61646821758245,-72.33319250018404
"Maria (MÉ), Quebec","2,760",48.221070961573474,-65.9587216993677
"Saint-Anicet (MÉ), Quebec","2,772",45.0539766463013,-74.34002757954487
"Saint-Dominique (MÉ), Quebec","2,967",45.57896151407957,-72.78542308638751
"Sainte-Catherine-de-Hatley (MÉ), Quebec","2,896",45.27280710285777,-72.011269182471
"Sainte-Anne-de-Sorel (MÉ), Quebec","2,739",46.086878941455005,-72.95653601551872
"Macamic (V), Quebec","2,689",48.800136480646174,-78.91848111374235
"Bonaventure (V), Quebec","2,759",48.11027220974576,-65.47052249291023
"Lacolle (MÉ), Quebec","2,820",45.08977266703236,-73.36822346172818
"Saint-Basile (V), Quebec","2,863",46.814883942143176,-71.71451286508967
"Ferme-Neuve (MÉ), Quebec","2,805",46.6669108669182,-75.3234971128374
"Saint-Alexandre (MÉ), Quebec","2,735",45.26819979786113,-73.09870809493256
"Rougemont (MÉ), Quebec","2,747",45.471706285022016,-73.00825788985341
"Saint-Gabriel-de-Brandon (MÉ), Quebec","2,872",46.3398208871486,-73.33214886598884
"Sainte-Clotilde (MÉ), Quebec","3,109",45.14390475472047,-73.60601870746176
"Weedon (MÉ), Quebec","2,835",45.63602761687507,-71.42237116433533
"Plessisville (PE), Quebec","2,721",46.28147343986823,-71.70222653586858
"La Présentation (MÉ), Quebec","2,715",45.702824902612846,-73.00296089563706
"Saint-Elzéar (MÉ), La Nouvelle-Beauce, Quebec","2,838",,
"Saint-Roch-de-Richelieu (MÉ), Quebec","2,877",45.89280182906739,-73.15275983815464
"Wickham (MÉ), Quebec","2,775",45.813248508995436,-72.48814410531263
"Saint-Charles-de-Bellechasse (MÉ), Quebec","2,727",46.81463993063025,-70.89323296731729
"Saint-Côme (MÉ), Quebec","2,779",46.320932483523265,-73.73860745560575
"Saint-Martin (PE), Quebec","2,658",46.041652258198596,-70.63660563316164
"Akwesasne (IRI), Quebec","2,607",45.029250988612745,-74.55520609414401
"Saint-Chrysostome (MÉ), Quebec","2,629",45.15973701171305,-73.7443435196177
"Laurier-Station (VL), Quebec","2,760",46.5484849715987,-71.60201986365979
"Scott (MÉ), Quebec","2,893",46.51235382973469,-71.04763400964666
"Bedford (V), Quebec","2,726",45.11986681625413,-72.96981960519649
"Huntingdon (V), Quebec","2,897",45.098342177672684,-74.17154789420859
"Saint-Bernard (MÉ), Quebec","2,692",46.53562229280103,-71.14948458186996
"Waskaganish (TC), Quebec","2,669",51.48557949168951,-78.69892890274254
"Saint-Léonard-d'Aston (MÉ), Quebec","2,660",46.15078139748221,-72.37961243804503
"Rivière-Beaudette (MÉ), Quebec","2,749",45.243961667928794,-74.32092548701425
"Sainte-Croix (MÉ), Quebec","2,637",46.618876843152314,-71.63671537706577
"Cap-Chat (V), Quebec","2,560",49.10471303544878,-66.59727056169415
"Saint-Michel-des-Saints (MÉ), Quebec","2,778",46.7562019649667,-73.66935981393186
"Hébertville (MÉ), Quebec","2,533",48.458419657746234,-71.71856043225965
"Saint-François-Xavier-de-Brompton (MÉ), Quebec","2,602",45.55303251517251,-72.01424578850964
"Pohénégamook (V), Quebec","2,514",47.563016223259964,-69.21053477912284
"Sainte-Victoire-de-Sorel (MÉ), Quebec","2,569",46.013064566291355,-73.0815320554616
"Saint-Raphaël (MÉ), Quebec","2,496",46.78905139270297,-70.62118162247228
"Saint-Damase (MÉ), Quebec","2,455",45.56970032309318,-73.00502463563473
"Ville-Marie (V), Quebec","2,417",47.34220028328974,-79.42817866039164
"Pessamit (IRI), Quebec","2,485",49.15582448934211,-68.62610779485472
"Saint-Polycarpe (MÉ), Quebec","2,555",45.35085012324699,-74.3283400276926
"Sainte-Thècle (MÉ), Quebec","2,456",46.90638743956056,-72.56796648335644
"Saint-Damien (PE), Quebec","2,530",46.37810977780998,-73.43662675872064
"Léry (V), Quebec","2,691",45.39464850618989,-73.8089162657627
"Gracefield (V), Quebec","2,532",46.15665410764332,-75.7683172389128
"Saint-Denis-sur-Richelieu (MÉ), Quebec","2,446",45.74822009438147,-73.05903192889008
"Témiscaming (V), Quebec","2,355",46.8781247531183,-79.23618805694652
"Mandeville (MÉ), Quebec","2,457",46.386195938860865,-73.26032813950229
"Daveluyville (V), Quebec","2,421",46.21630379854828,-72.08177417526446
"Disraeli (V), Quebec","2,390",45.89532376223871,-71.32598183815107
"Saint-Mathieu (MÉ), Quebec","2,559",45.3487101118388,-73.49151350382405
"Fossambault-sur-le-Lac (V), Quebec","2,459",46.911795478007825,-71.60471324523856
"Saint-Éphrem-de-Beauce (MÉ), Quebec","2,541",46.095189709887585,-70.9232652533515
"Maskinongé (MÉ), Quebec","2,439",46.24648131664848,-72.99263877272867
"Waterville (V), Quebec","2,548",45.34867854150502,-71.85702325184943
"Gore (CT), Quebec","2,686",45.789435938512995,-74.18404518769971
"Saint-Victor (MÉ), Quebec","2,346",46.20262839795561,-70.89431576921069
"Eastman (MÉ), Quebec","2,650",45.30126078270393,-72.268895261418
"Brigham (MÉ), Quebec","2,360",45.26717279526116,-72.73118411750094
"Saint-Marc-sur-Richelieu (MÉ), Quebec","2,320",45.67881598563529,-73.19202933838508
"Fermont (V), Quebec","2,163",52.837240207468355,-67.04767168771018
"Sainte-Madeleine (VL), Quebec","2,337",45.61039659923949,-73.0924221985707
"Port-Daniel--Gascons (MÉ), Quebec","2,287",48.00529368214251,-64.91287484075801
"Sainte-Geneviève-de-Berthier (MÉ), Quebec","2,323",46.10660905827278,-73.15196598653185
"Saint-Pamphile (V), Quebec","2,396",47.00177225416916,-69.7488467438427
"Saint-Alexandre-de-Kamouraska (MÉ), Quebec","2,504",47.723716708693104,-69.52758172091765
"Nominingue (MÉ), Quebec","2,237",46.402393235283526,-74.94386055532267
"East Broughton (MÉ), Quebec","2,350",46.22208110661159,-71.06177975525814
"Hatley (CT), Quebec","2,489",45.35859654693327,-71.8762322634637
"Mansfield-et-Pontefract (MÉ), Quebec","2,315",46.0244228835651,-76.63016693598703
"Deschambault-Grondines (MÉ), Quebec","2,261",46.69113793552935,-71.92573077392714
"Sainte-Cécile-de-Milton (MÉ), Quebec","2,312",45.50972508139724,-72.68950337830368
"Wendake (IRI), Quebec","2,231",46.85880267022725,-71.35450449614088
"Hinchinbrooke (MÉ), Quebec","2,321",45.0939043123126,-74.06132589173295
"Sainte-Béatrix (MÉ), Quebec","2,357",46.17272134525792,-73.5625961528841
"Albanel (MÉ), Quebec","2,179",48.989062708182026,-72.32907116374817
"Saint-Gédéon (MÉ), Quebec","2,332",48.556729581662466,-71.72664880931079
"Sainte-Anne-de-Sabrevois (PE), Quebec","2,282",45.26016813713501,-73.20843800392068
"Saint-Paul-de-l'Île-aux-Noix (MÉ), Quebec","2,277",45.15036977945531,-73.25599215050218
"Papineauville (MÉ), Quebec","2,390",45.69154343069252,-74.96112160237698
"Saint-Gervais (MÉ), Quebec","2,207",46.68348783152321,-70.83300424228457
"Causapscal (V), Quebec","2,150",48.34803046834076,-67.10877586570088
"Puvirnituq (VN), Quebec","2,215",60.07373857746839,-77.1687026683991
"Valcourt (V), Quebec","2,148",45.48772785843786,-72.33424053775859
"Saint-Blaise-sur-Richelieu (MÉ), Quebec","2,176",45.243535447740754,-73.27336054001923
"Pierreville (MÉ), Quebec","2,184",46.102572813634254,-72.76119070646126
"Saint-Barthélemy (PE), Quebec","2,099",46.28775750810316,-73.22964321781221
"Saint-Gédéon-de-Beauce (MÉ), Quebec","2,139",45.864969150964676,-70.52865620735813
"L'Ascension-de-Notre-Seigneur (PE), Quebec","2,240",48.75005857998101,-71.55900905885758
"Saint-Liguori (MÉ), Quebec","2,252",46.03975973034128,-73.5824475032732
"Lebel-sur-Quévillon (V), Quebec","2,183",49.04410945583964,-76.95752782568722
"Saint-Ignace-de-Loyola (MÉ), Quebec","2,142",46.13485069934683,-72.95734996161968
"Upton (MÉ), Quebec","2,188",45.72418358359121,-72.68864637993488
"Saint-Fulgence (MÉ), Quebec","2,207",48.59274852994518,-70.96443467022208
"Saint-Nazaire (MÉ), Quebec","2,136",48.56463145854103,-71.46133980315972
"Saint-Esprit (MÉ), Quebec","2,350",45.94598947883749,-73.67948002697288
"Mashteuiatsh (IRI), Quebec","2,090",48.547352129251585,-72.23461629649601
"Communauté Atikamekw de Manawan (IRI), Quebec","2,119",47.22571529124743,-74.38944150100714
"Sainte-Anne-de-la-Pérade (MÉ), Quebec","2,037",46.6326159270709,-72.1687804697433
"Potton (CT), Quebec","2,200",45.008831957916115,-72.48004512835213
"Hemmingford (CT), Quebec","2,177",45.05908135351028,-73.52022156711284
"Kingsey Falls (V), Quebec","2,052",45.876909789002404,-72.02351150103529
"Saint-Ferdinand (MÉ), Quebec","2,079",46.1662706367332,-71.5352866752364
"Obedjiwan 28 (IRI), Quebec","2,079",48.676750806708434,-74.90460149781214
"Barraute (MÉ), Quebec","1,918",48.548443238934176,-77.59016219229038
"Saint-Patrice-de-Sherrington (MÉ), Quebec","2,058",45.1935024764016,-73.45307231429473
"Lac-Supérieur (MÉ), Quebec","2,043",46.13951453516723,-74.47303945985183
"Saint-Louis-de-Gonzague (PE), Quebec","2,478",45.25689148129954,-73.95151835861536
"Caplan (MÉ), Quebec","1,942",48.173635039040064,-65.66878873726424
"Saint-Élie-de-Caxton (MÉ), Quebec","2,060",46.52356012367767,-72.92800828259442
"Déléage (MÉ), Quebec","2,069",46.403452250622784,-75.70745102950819
"Venise-en-Québec (MÉ), Quebec","2,269",45.087734513873094,-73.11558309250456
"Saint-François-du-Lac (MÉ), Quebec","1,921",46.11539518568908,-72.93211494798229
"Saint-Damien-de-Buckland (PE), Quebec","1,822",46.66845643789642,-70.56270403546272
"Terrasse-Vaudreuil (MÉ), Quebec","1,921",45.386793001942486,-74.00006291360023
"Saint-Stanislas-de-Kostka (MÉ), Quebec","2,102",45.21887026872843,-74.07887238836638
"Saint-Michel-de-Bellechasse (MÉ), Quebec","1,938",46.88247432112707,-70.85965917591953
"Vallée-Jonction (MÉ), Quebec","2,058",46.37975716787147,-70.89800358249776
"Cacouna (MÉ), Quebec","1,882",47.96384142735289,-69.38728410183495
"Waswanipi (TC), Quebec","1,843",49.66963818923498,-76.48250181151009
"Sainte-Angèle-de-Monnoir (MÉ), Quebec","1,872",45.398135657018756,-73.03893438847302
"Inukjuak (VN), Quebec","1,921",58.4931637014388,-78.05095388205068
"Saint-Fabien (PE), Quebec","1,886",48.38240237709674,-68.91174590877607
"Sainte-Justine (MÉ), Quebec","1,842",46.41732130813723,-70.24114124805543
"Frontenac (MÉ), Quebec","1,850",45.63379315690561,-70.81215904652512
"Saint-Cuthbert (MÉ), Quebec","1,880",46.17447267277657,-73.15935867204925
"Saint-Robert (MÉ), Quebec","1,852",46.02252262206702,-72.99471248789361
"Pointe-Lebel (VL), Quebec","1,801",49.142613875767786,-68.10213402977709
"Notre-Dame-des-Pins (PE), Quebec","1,954",46.19386245275946,-70.69058188878043
"Saint-Joseph-de-Coleraine (MÉ), Quebec","1,899",46.024219263392006,-71.2782814818332
"Champlain (MÉ), Quebec","1,931",46.47840209462794,-72.34076751661492
"Sainte-Marcelline-de-Kildare (MÉ), Quebec","1,867",46.13993607936766,-73.58634514409343
"Grenville (VL), Quebec","1,857",45.64186251096564,-74.59469258383963
"Saint-Lucien (MÉ), Quebec","1,961",45.911654083968514,-72.24837309389238
"Saint-Narcisse (PE), Quebec","1,835",46.57157692938249,-72.44257790739762
"La Guadeloupe (VL), Quebec","1,915",46.00116423236236,-70.96165654283307
"Kanesatake (S-É), Quebec","1,867",45.4595643120162,-74.09101753598277
"Les Escoumins (MÉ), Quebec","1,761",48.321866436693824,-69.18112729128354
"Nouvelle (MÉ), Quebec","1,815",48.16911969923538,-66.28657899869927
"Saint-Placide (MÉ), Quebec","1,779",45.55634712421304,-74.15867094182967
"Saint-Jacques-le-Mineur (MÉ), Quebec","1,886",45.30814445001037,-73.37130663300016
"Pointe-des-Cascades (VL), Quebec","1,822",45.33671829779591,-73.91737462306325
"Saint-Charles-sur-Richelieu (MÉ), Quebec","1,839",45.6974624808179,-73.1496592949934
"Saint-Antoine-sur-Richelieu (MÉ), Quebec","1,853",45.80222762453615,-73.15209403238659
"Saint-Valérien-de-Milton (MÉ), Quebec","1,801",45.60050969335357,-72.61642448112777
"Dudswell (MÉ), Quebec","1,805",45.66462096771975,-71.5457955555076
"Austin (MÉ), Quebec","1,933",45.249457766887275,-72.23105986319943
"Berthier-sur-Mer (MÉ), Quebec","1,808",47.00007865818715,-70.62490784794721
"Sainte-Émélie-de-l'Énergie (MÉ), Quebec","1,801",46.29757596358515,-73.55999693440545
"Mille-Isles (MÉ), Quebec","1,839",45.845672211318124,-74.22717769204094
"Saint-Cyprien-de-Napierville (MÉ), Quebec","1,790",45.23306059194337,-73.35350061605696
"Chambord (MÉ), Quebec","1,780",48.46389294110308,-72.01291992698134
"Yamaska (MÉ), Quebec","1,754",46.09628731288643,-72.93863921314508
"Saint-Pierre-de-l'Île-d'Orléans (MÉ), Quebec","1,670",46.87662059576764,-71.053383951926
"Saint-Ours (V), Quebec","1,766",45.920379329400326,-73.10029474673246
"Notre-Dame-du-Laus (MÉ), Quebec","1,887",46.22005071790229,-75.23121394973674
"Saint-Clet (MÉ), Quebec","1,776",45.383506806442654,-74.19489686807822
"Price (VL), Quebec","1,704",48.60459944904014,-68.11719649272577
"Ripon (MÉ), Quebec","1,849",45.86400265571071,-75.07093360932073
"Notre-Dame-du-Bon-Conseil (VL), Quebec","1,863",46.01261936763982,-72.32557724925626
"Sainte-Perpétue (MÉ), Quebec","1,703",47.035359568640956,-69.82008201672338
"Sayabec (MÉ), Quebec","1,772",48.647046235778966,-67.64479539610497
"Sainte-Hélène-de-Bagot (MÉ), Quebec","1,875",45.68381222107464,-72.70097885069907
"Sacré-Coeur (MÉ), Quebec","1,697",48.25269004041753,-69.79659336528549
"Saint-Zacharie (MÉ), Quebec","1,707",46.18432599303505,-70.28571969739811
"Saint-Antoine-de-Tilly (MÉ), Quebec","1,789",46.64189205574672,-71.45092395844705
"Wentworth-Nord (MÉ), Quebec","1,775",45.853717049982585,-74.30314731057177
"Val-Joli (MÉ), Quebec","1,780",45.607082115474995,-71.95090861182011
"Shawville (MÉ), Quebec","1,736",45.612953914447104,-76.48393483448793
"Saint-Malachie (PE), Quebec","1,751",46.57774548974776,-70.66958154671369
"Saint-Jean-de-Dieu (MÉ), Quebec","1,678",48.00007765230473,-68.84491852631174
"Messines (MÉ), Quebec","1,658",46.22165663688757,-75.99820724670363
"Saint-Albert (MÉ), Quebec","1,758",46.025106856257985,-72.03480828402714
"Listuguj (IRI), Quebec","1,647",48.01491520614056,-66.6868209795917
"Franklin (MÉ), Quebec","1,722",45.085499604816945,-73.82490082819379
"Saint-Benoît-Labre (MÉ), Quebec","1,676",46.1094568367883,-70.76551043073131
"Sainte-Barbe (MÉ), Quebec","1,916",45.13596752528972,-74.1996658731596
"Saint-Flavien (MÉ), Quebec","1,679",46.55898556744365,-71.53782881775673
"Lambton (MÉ), Quebec","1,722",45.957359305297075,-71.12964626827691
"Maliotenam (IRI), Quebec","1,704",50.207742992443094,-66.17589461944475
"Larouche (MÉ), Quebec","1,711",48.51931722469781,-71.50203695010671
"Saint-Laurent-de-l'Île-d'Orléans (MÉ), Quebec","1,679",46.915788145616894,-70.98213914195132
"Sainte-Anne-de-la-Pocatière (PE), Quebec","1,647",47.386912517773936,-69.98185066396773
"Salluit (VN), Quebec","1,629",62.239240515074854,-75.57845831900202
"Saint-François-de-la-Rivière-du-Sud (MÉ), Quebec","1,592",46.91153028831348,-70.680344341394
"Lyster (MÉ), Quebec","1,677",46.396044776667914,-71.47845963911128
"Saint-Joseph-de-Sorel (V), Quebec","1,563",46.04088936803331,-73.12649192431705
"Amherst (CT), Quebec","1,664",46.13490898322831,-74.77040081494525
"Uashat 27 (IRI), Quebec","1,645",50.212601846057765,-66.39752911698483
"Saint-Pacôme (MÉ), Quebec","1,565",47.43873459953747,-69.92779996985102
"Saint-Théodore-d'Acton (MÉ), Quebec","1,635",45.67794399332965,-72.45189005872165
"Cleveland (CT), Quebec","1,623",45.66083209754935,-72.04646426362049
"Wemindji (TC), Quebec","1,601",52.99518087444358,-78.68776309910943
"Sainte-Clotilde-de-Horton (MÉ), Quebec","1,600",46.03401009406478,-72.14569583573913
"Saint-Ulric (MÉ), Quebec","1,644",48.719734645618495,-67.65595341515944
"Saint-Honoré-de-Shenley (MÉ), Quebec","1,633",46.03126078691896,-70.81196176022233
"Saint-Bernard-de-Lacolle (MÉ), Quebec","1,636",45.12053267904122,-73.43099922078711
"Saint-Paulin (MÉ), Quebec","1,624",46.45057576330241,-72.9864138899111
"La Conception (MÉ), Quebec","1,679",46.199864891911666,-74.66873280639922
"Tring-Jonction (VL), Quebec","1,607",46.26380935614866,-70.94200021201044
"Henryville (MÉ), Quebec","1,627",45.14697039043961,-73.1706715539815
"Saint-Tite-des-Caps (MÉ), Quebec","1,602",47.258856419323685,-70.71292220511413
"Rivière-Héva (MÉ), Quebec","1,563",48.29994722959934,-78.27217936820453
"Tingwick (MÉ), Quebec","1,561",45.938913600240696,-71.85368969549059
"Saint-Félix-de-Kingsey (MÉ), Quebec","1,516",45.836061642679354,-72.14125832887746
"Saint-Joachim-de-Shefford (MÉ), Quebec","1,577",45.49426292196278,-72.44862939086113
"Saint-Mathieu-du-Parc (MÉ), Quebec","1,594",46.7239381724528,-72.90998038872132
"Lac-au-Saumon (MÉ), Quebec","1,475",48.420066258513565,-67.2673866520998
"Chapais (V), Quebec","1,398",49.760403807296235,-74.87462669181049
"Saint-Guillaume (MÉ), Quebec","1,476",45.93708753943973,-72.74593281166312
"Les Éboulements (MÉ), Quebec","1,607",47.53633739563225,-70.23415650169159
"Saint-Ubalde (MÉ), Quebec","1,568",46.8240612075592,-72.15947355243789
"Saint-Casimir (MÉ), Quebec","1,482",46.71542328112808,-72.12537450059617
"Sainte-Hénédine (PE), Quebec","1,509",46.57843408968308,-70.93923480619071
"Sainte-Lucie-des-Laurentides (MÉ), Quebec","1,602",46.197547970417396,-74.12173063331318
"Sainte-Brigide-d'Iberville (MÉ), Quebec","1,535",45.377037016592375,-73.03269117862247
"Armagh (MÉ), Quebec","1,429",46.7561480716816,-70.49232341878361
"Noyan (MÉ), Quebec","1,507",45.01084452962239,-73.33487975406246
"Saint-Aubert (MÉ), Quebec","1,406",47.21106682798044,-70.14467612782418
"Pointe-aux-Outardes (VL), Quebec","1,443",49.176146823455674,-68.38324533621875
"Saint-Joachim (PE), Quebec","1,429",47.12136781433782,-70.83041753655155
"La Minerve (MÉ), Quebec","1,505",46.291890123753554,-74.8718401868662
"Godmanchester (CT), Quebec","1,548",45.09879645552619,-74.11273904406129
"Saint-Hubert-de-Rivière-du-Loup (MÉ), Quebec","1,440",47.842144544744336,-69.04694105718802
"Saint-Odilon-de-Cranbourne (PE), Quebec","1,445",46.33303903140225,-70.58280501174629
"Wotton (MÉ), Quebec","1,466",45.81810331377376,-71.81668683935564
"Matagami (V), Quebec","1,395",49.810450132214406,-77.79052481975489
"Clarendon (MÉ), Quebec","1,448",45.74994812983868,-76.53832290495114
"Sainte-Élisabeth (MÉ), Quebec","1,456",46.126100794141756,-73.29875804460188
"Saint-Simon (MÉ), Quebec","1,419",45.676883346461004,-72.81148020715419
"Chute-aux-Outardes (VL), Quebec","1,404",49.14137760871476,-68.38615510225657
"Saint-Alexis (MÉ), Quebec","1,460",45.93855479423364,-73.58927503580304
"Lac-aux-Sables (PE), Quebec","1,426",46.852629628153295,-72.35568143238324
"Nantes (MÉ), Quebec","1,412",45.69464779775117,-71.04138551276607
"L'Isle-aux-Allumettes (MÉ), Quebec","1,399",45.907549634932366,-76.95560297280493
"Saint-Majorique-de-Grantham (PE), Quebec","1,365",45.975931694084395,-72.56965890883887
"Palmarolle (MÉ), Quebec","1,424",48.71723249654573,-79.18986546387174
"Hérouxville (PE), Quebec","1,537",46.720877812431986,-72.64610298025657
"Saint-Édouard (MÉ), Quebec","1,431",45.29462698679701,-73.48022448085044
"La Doré (PE), Quebec","1,381",48.82959691883317,-72.67688021556282
"L'Isle-Verte (MÉ), Quebec","1,418",47.95857358960051,-69.24792668132484
"Sainte-Ursule (MÉ), Quebec","1,344",46.37994442269763,-73.11577420610925
"L'Avenir (MÉ), Quebec","1,423",45.786169156521105,-72.26802218729634
"Vaudreuil-sur-le-Lac (VL), Quebec","1,358",45.42644119359696,-74.0230540829969
"Saint-Urbain-Premier (MÉ), Quebec","1,362",45.2173490722779,-73.68281648882102
"Racine (MÉ), Quebec","1,436",45.52969543833799,-72.18234904065366
"Saint-Hugues (MÉ), Quebec","1,387",45.84970649349126,-72.83215811262217
"Pointe-à-la-Croix (MÉ), Quebec","1,287",48.01313407554744,-66.70150402323672
"New Carlisle (MÉ), Quebec","1,343",48.1015798344254,-65.32753132244352
"Saint-Jude (MÉ), Quebec","1,415",45.72154189651218,-73.00151945743481
"Saint-Lazare-de-Bellechasse (MÉ), Quebec","1,334",46.66749131978527,-70.68873639633998
"Roxton Falls (VL), Quebec","1,372",45.58748391679495,-72.50924622763564
"Labrecque (MÉ), Quebec","1,373",48.64477919527792,-71.52896638456144
"Saint-Zénon (MÉ), Quebec","1,396",46.6396485360823,-73.69937022428218
"Saint-Urbain (PE), Quebec","1,410",47.7351707701866,-70.49195655227713
"Laurierville (MÉ), Quebec","1,381",46.339029608109364,-71.62475596466612
"Frampton (MÉ), Quebec","1,355",46.50003414541592,-70.77838387541422
"Fort-Coulonge (VL), Quebec","1,298",45.84771917103489,-76.74086666546008
"Saint-Louis-du-Ha! Ha! (PE), Quebec","1,355",47.71069382276148,-68.96812312048726
"Ragueneau (PE), Quebec","1,291",49.195428538201995,-68.49999808536552
"Notre-Dame-du-Portage (MÉ), Quebec","1,336",47.769666494162564,-69.57241008892932
"L'Anse-Saint-Jean (MÉ), Quebec","1,324",48.201870314094705,-70.17204012023875
"Lac Simon (IRI), Quebec","1,369",48.0699913060698,-77.34030907806678
"Lorrainville (MÉ), Quebec","1,289",47.41529040683062,-79.37272955249601
"Eeyou Istchee Baie-James (GR), Quebec","1,212",50.33340859314769,-73.77462670646301
"Bury (MÉ), Quebec","1,271",45.49818052829086,-71.31648068871003
"Rivière-Bleue (MÉ), Quebec","1,305",47.477633300074615,-68.96061248361295
"Saint-Norbert-d'Arthabaska (MÉ), Quebec","1,301",46.12332408781821,-71.78717580805545
"Saint-Arsène (PE), Quebec","1,254",47.95072403705946,-69.35394602143644
"Saint-Édouard-de-Lotbinière (PE), Quebec","1,316",46.5893744071036,-71.74378626459584
"Saints-Anges (PE), Quebec","1,361",46.45033213396213,-70.86900073283293
"Sainte-Marie-Salomé (MÉ), Quebec","1,283",45.95181197631431,-73.46027144305037
"Hébertville-Station (VL), Quebec","1,280",48.451522924057514,-71.6401685029956
"Trécesson (CT), Quebec","1,263",48.675778019065206,-78.20578225421306
"Saint-Armand (MÉ), Quebec","1,239",45.0150639620633,-72.9309144570033
"Saint-Siméon (PE), Quebec","1,256",48.154018990881696,-65.4934226954305
"Kitigan Zibi (IRI), Quebec","1,255",46.455278932214675,-76.0661328228222
"Très-Saint-Sacrement (PE), Quebec","1,248",45.213628454879455,-73.83048217815039
"Senneterre (PE), Quebec","1,206",48.5675557056909,-77.08487097289897
"Saint-Alban (MÉ), Quebec","1,249",46.7599103306756,-72.01693413971815
"Saint-Valère (MÉ), Quebec","1,191",46.11623861032328,-72.05459351943763
"Sainte-Marguerite (PE), Quebec","1,302",46.54670310208047,-70.88783041893804
"Saint-Barnabé (PE), Quebec","1,224",46.44626547762986,-72.84238527165549
"Lac-Bouchette (MÉ), Quebec","1,204",48.28403192331753,-72.06939298290573
"Saint-Modeste (MÉ), Quebec","1,212",47.8419711444571,-69.3229629025531
"Ayer's Cliff (VL), Quebec","1,272",45.174411958587214,-72.03233409409133
"Saint-Bruno-de-Guigues (MÉ), Quebec","1,192",47.53379185872666,-79.41660122161441
"Saint-Gabriel-de-Rimouski (MÉ), Quebec","1,223",48.38238109482152,-68.13849857632066
"Saint-Pierre-les-Becquets (MÉ), Quebec","1,174",46.41019179368648,-72.18720545672443
"Saint-Wenceslas (MÉ), Quebec","1,192",46.222967794255396,-72.33169859257117
"Grand-Remous (MÉ), Quebec","1,198",46.81218592379735,-75.75002425687711
"Saint-Georges-de-Clarenceville (MÉ), Quebec","1,220",48.53324776494837,-78.22373526326332
"Mont-Carmel (MÉ), Quebec","1,165",47.4481679788506,-69.79397505009743
"Saint-Narcisse-de-Beaurivage (PE), Quebec","1,246",46.524840181293136,-71.19710332135287
"Saint-Aimé-des-Lacs (MÉ), Quebec","1,178",47.759993705388794,-70.38059510393687
"Communauté de Wemotaci (IRI), Quebec","1,243",47.92315738048022,-73.74352108809411
"Stanstead (CT), Quebec","1,162",45.14485438045481,-72.0982328441037
